dictionary	noun	слова́рь
free	adjective	свобо́дный
free	adjective	во́льный
free	adjective	свобо́дный
free	adjective	беспрепя́тственный
free	adjective	свобо́дный
free	adjective	свобо́дный
free	adjective	неза́нятый
free	adjective	свобо́дный
free	adjective	свободный
free	adverb	беспла́тно
free	adverb	да́ром
free	verb	освобожда́ть
free	verb	освободи́ть
free	verb	вызволя́ть
free	verb	вы́зволить
thesaurus	noun	теза́урус
thesaurus	noun	слова́рь сино́нимов
thesaurus	noun	предме́тный указа́тель
encyclopedia	noun	энциклопе́дия
portmanteau	noun	чемода́н
portmanteau	noun	бау́л
portmanteau	noun	су́мка
word	noun	сло́во
word	noun	сло́во
word	noun	сло́во
word	noun	сло́во
word	noun	сло́во
word	noun	речь
word	noun	слова́
word	noun	весть
word	noun	изве́стие
word	noun	но́вость
word	noun	сло́во
word	noun	сло́во
word	noun	обеща́ние
word	noun	разгово́р
word	noun	перебра́нка
word	verb	формули́ровать
pound	noun	фунт
pound	noun	фунт
pound	verb	колоти́ть
pound	verb	толо́чь
pound	verb	раздробля́ть
pound	verb	дроби́ть
pound	verb	моло́ть
pound	verb	кроши́ть
pound	verb	ло́пать
gdp	noun	ВВП
rain cats and dogs	verb	лить как из ведра́
pond	noun	пруд
pond	noun	водоём
pond	noun	озерцо́
nonsense	noun	вздор
nonsense	noun	ерунда́
nonsense	noun	но́нсенс
nonsense	noun	бессмы́слица
nonsense	noun	ахине́я
nonsense	noun	абсу́рд
nonsense	noun	околе́сица
nonsense	noun	чепуха́
nonsense	noun	вздор
nonsense	noun	ерунда́
nonsense	noun	но́нсенс
nonsense	noun	бессмы́слица
nonsense	noun	ахине́я
pie	noun	пиро́г
pie	noun	пирожо́к
pie	noun	беля́ш
crow	noun	воро́на
crow	verb	кукаре́кать
crow	verb	бахвалиться
raven	noun	во́рон
elephant	noun	слон
elephant	noun	слони́ха
brown	noun	кори́чневый
brown	noun	бурый
brown	adjective	кори́чневый
brown	adjective	ка́рий
brown	adjective	кашта́новый
brown	adjective	кофе́йный
brown	adjective	бу́рый
brown	adjective	гнедо́й
month	noun	ме́сяц
march	noun	марш
march	noun	марш
march	noun	марш
march	noun	ход
march	noun	тече́ние
march	verb	марширова́ть
march	verb	марширова́ть
march	noun	марка
march	noun	марка
may	verb	мочь
may	verb	мо́жно
may	noun	боя́рышник
august	adjective	вели́чественный
august	adjective	велича́вый
august	adjective	ца́рственный
august	adjective	августе́йший
august	adjective	благоро́дный
multiculturalism	noun	многокульту́рность
multiculturalism	noun	мультикультурали́зм
